package_name,status,dependencies,resources
PharmacistServicesAndSummariesPhCP.tgz,passed,hl7.fhir.r4.core; hl7.fhir.us.ccda; hl7.fhir.us.core,ig-r4; ImplementationGuide-hl7.fhir.us.phcp; StructureDefinition-PhCP-CareCoordinati; StructureDefinition-PhCP-Coverage; StructureDefinition-PhCP-MedicationDispense; StructureDefinition-PhCP-Compositi; StructureDefinition-PhCP-ServiceRequest; StructureDefinition-PhCP-Instruction-Procedure; StructureDefinition-PhCP-Encounter; StructureDefinition-PhCP-Organizati; StructureDefinition-PhCP-Intervention-Procedure; StructureDefinition-PhCP-Medication-Therapy-Conditi; CapabilityStatement-PhcpServer; CapabilityStatement-PhcpClient; Parameters-terminology-setting
AUPrimaryCareImplementationGuide.tgz,missing mandatory manifest key,,
BaseIG.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.be.core; StructureDefinition-be-model-patientwill; StructureDefinition-be-model-addicti; StructureDefinition-be-model-immunizati; StructureDefinition-be-model-communicati; StructureDefinition-be-model-prescriptionreferral; StructureDefinition-be-model-homecare-team; StructureDefinition-be-observationcodeableconcept; StructureDefinition-be-patient; StructureDefinition-be-patientwill; StructureDefinition-be-organizati; StructureDefinition-be-homecare-team; StructureDefinition-be-provenance; StructureDefinition-be-addicti; StructureDefinition-be-practitioner; StructureDefinition-be-communicati; StructureDefinition-be-practitionerrole; StructureDefinition-be-observati; StructureDefinition-be-addre; StructureDefinition-be-immunizati; StructureDefinition-be-homecare-pla; StructureDefinition-be-allergyintolerance; NamingSystem-be-ehp; NamingSystem-be-cbe; ValueSet-be-diarytopic; NamingSystem-be-nihdi; ValueSet-be-riskmanifestati; NamingSystem-be-ssi; ValueSet-be-exposureroute; ValueSet-be-noallergy; ValueSet-be-causativeagent; CodeSystem-be-hcparty; ValueSet-be-contactper; ValueSet-be-allergyintolerancecode; CodeSystem-be-diarytopic; CodeSystem-be-civilstate; CodeSystem-be-contactper; ValueSet-be-civilstate; PractitionerRole-nurse-gent; Condition-pia-diabete; Condition-pia-loneline; Condition-pia-postop; Condition-pia-depressi
CQFCommon.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-cqf.fhir.comm; ValueSet-inactive-conditi; ValueSet-active-conditi; Library-FHIRHelper; Library-FHIRHelpersTest; Library-FHIR-ModelInf; Library-FHIRComm; Library-FHIRCommonTest
KLGatewayCareData.tgz,missing mandatory manifest key,,
CHEprMhealth.tgz,passed,hl7.fhir.r4.core; ch.fhir.ig.ch-epr-term; ch.fhir.ig.ch-core; ihe.mhd.fhir,ig-r4; ImplementationGuide-ch.fhir.ig.ch-epr-mhealth; StructureDefinition-ch-pixm-in-parameter; StructureDefinition-ch-pixm-out-parameter; StructureDefinition-ch-pixm-bundle; StructureDefinition-ch-pixm-patient; StructureDefinition-ch-pixm-provider-organizati; StructureDefinition-ch-pixm-bundle-response; StructureDefinition-ch-pixm-messageheader-response; StructureDefinition-ch-mhd-providedocumentbundle-comprehensive; StructureDefinition-ch-mhd-submissionset-comprehensive; StructureDefinition-ch-mhd-documentreference-comprehensive; StructureDefinition-ch-mhd-providedocumentbundle-comprehensive-response; StructureDefinition-ch-mhd-submissionset-comprehensive-bundle; StructureDefinition-ch-mhd-documentreference-comprehensive-bundle; StructureDefinition-ch-epr-mhealth-humanname; StructureDefinition-ch-epr-mhealth-birthname; StructureDefinition-ch-ext-author-authorrole; StructureDefinition-ch-ext-deletionstatu; StructureDefinition-IHE.PIXm.Parameter; StructureDefinition-IHE.PMIR.Bundle; StructureDefinition-IHE.PMIR.BundleHistory; StructureDefinition-IHE.PMIR.MessageHeader; StructureDefinition-IHE.PMIR.Patient.Merge; StructureDefinition-IHE.PMIR.Patient.RelatedPer; StructureDefinition-IHE.PMIR.Subscripti; StructureDefinition-IHE.PMIR.Subscription.request; OperationDefinition-CH.PIXm; CapabilityStatement-CH.mHealth.App; CapabilityStatement-CH.PIXm.Consumer; CapabilityStatement-CH.PIXm.Source; CapabilityStatement-CH.MHD.DocumentSource; CapabilityStatement-CH.MHD.DocumentConsumer; CapabilityStatement-CH.mHealth.MobileAccessGateway; CapabilityStatement-CH.PIXm.Manager; CapabilityStatement-CH.MHD.DocumentRecipient; CapabilityStatement-CH.MHD.DocumentResponder; CodeSystem-ch-ehealth-codesystem-deletionstatu; ValueSet-ch-ehealth-valueset-deletionstatu
FKIImplementationGuide.tgz,passed,hl7.fhir.r4.core; dk.fhir.ig.dk-core,ig-r4; ImplementationGuide-dk.fhir.ig.kl.common.caresocial; StructureDefinition-KLCommonCareSocialCarePla; StructureDefinition-KLCommonCareSocialCitizensOwnObservati; StructureDefinition-KLCommonCareSocialCompletedInterventi; StructureDefinition-KLCommonCareSocialConditi; StructureDefinition-KLCommonCareSocialEncounter; StructureDefinition-KLCommonCareSocialEvaluati; StructureDefinition-KLCommonCareSocialFFBGoal; StructureDefinition-KLCommonCareSocialFocusConditi; StructureDefinition-KLCommonCareSocialFollowUp; StructureDefinition-KLCommonCareSocialGoal; StructureDefinition-KLCommonCareSocialInformationGathering; StructureDefinition-KLCommonCareSocialMatterOfInterest; StructureDefinition-KLCommonCareSocialObservati; StructureDefinition-KLCommonCareSocialPlannedInterventi; StructureDefinition-KLCommonCareSocialPurpose; StructureDefinition-KLCommonCareSocialServiceRequest; StructureDefinition-KLCommonCitize; StructureDefinition-KLCommonOrganizati; StructureDefinition-KLCommonPractitioner; StructureDefinition-KLCommonServicePerformer; StructureDefinition-BasedOnServiceRequest; StructureDefinition-ConditionLastAssertedDate; StructureDefinition-ConditionRank; StructureDefinition-ExtEventHist; StructureDefinition-FollowUpEncounter; StructureDefinition-MatterOfInterestInformer; StructureDefinition-MunicipalityCaseNumber; StructureDefinition-RequesterType; StructureDefinition-SubjectConsentToLiaising; ValueSet-KLCarePlanCategoryCode; ValueSet-KLChangeValueCode; ValueSet-KLChangeValueCodesFFB; ValueSet-KLChangeValueCodesFSIII; ValueSet-KLCitizenObservationCodesFSIII; ValueSet-KLCitizenObservationResultCodesFSIII; ValueSet-KLComplicationCodesSCT; ValueSet-KLConditionCode; ValueSet-KLConditionCodesFFB; ValueSet-KLConditionCodesFSIII; ValueSet-KLConditionCodesHomeCare; ValueSet-KLConditionCodesNursing; ValueSet-KLConditionCodesPreventi; ValueSet-KLConditionCodesTheraphy; ValueSet-KLConditionsAndTargetGroupsFFB; ValueSet-KLConsentToLiasing; ValueSet-KLEncounterType; ValueSet-KLEvaluationTypeCode; ValueSet-KLEvaluationTypeCodesSCT; ValueSet-KLFollowUpCode; ValueSet-KLFollowUpCodesFFB; ValueSet-KLFollowUpCodesFSIII; ValueSet-KLGeneralInformationFSIII; ValueSet-KLGoalTypeCode; ValueSet-KLHomeCareAreasFSIII; ValueSet-KLHomeCareInterventionsFSIII; ValueSet-KLImportanceLevelCodesFSIII; ValueSet-KLInformationCode; ValueSet-KLInformationGatheringInvestigationCode; ValueSet-KLInformationGatheringTypeCode; ValueSet-KLInterventi; ValueSet-KLInterventionsFFB; ValueSet-KLInterventionsFSIII; ValueSet-KLMatterOfInterestInformerFFB; ValueSet-KLNeedsAssessmentCodesFFB; ValueSet-KLNursingAreasFSIII; ValueSet-KLNursingInterventionsFSIII; ValueSet-KLObservationCode; ValueSet-KLPerformanceLevelCodesFSIII; ValueSet-KLPreventionAreasFSIII; ValueSet-KLPreventionInterventionsFSIII; ValueSet-KLRequestFromFSIII; ValueSet-KLServiceCodesFFB; ValueSet-KLServicesType; ValueSet-KLSeveritie; ValueSet-KLSeveritiesFFB; ValueSet-KLSeveritiesFSIII; ValueSet-KLTargetGroupsFFB; ValueSet-KLTargetMeasureCode; ValueSet-KLThemesFFB; ValueSet-KLTheraphyAreasFSIII; ValueSet-KLTrainingInterventionsFSIII; CodeSystem-KLCommonproprietary; CodeSystem-NPU; CodeSystem-FFB; CodeSystem-FSIII; CodeSystem-KLCommonCareSocialCode
Care Connect Messaging.tgz,passed,hl7.fhir.r3.core,ig-r4; ImplementationGuide-careconnect-messaging-stu3; Bundle-ambulance-request; Bundle-111-report; MessageDefinition-patient-referral; MessageDefinition-response-patient-referral; MessageDefinition-modify-patient-referral; MessageDefinition-cancel-patient-referral; MessageDefinition-notification-admit; MessageDefinition-notification-discharge; GraphDefinition-patient-referral-message
PDDI_CDS.tgz,missing mandatory manifest key,,
ch.ahdis.ig.template.tgz,passed,fhir.base.template,README.md
MMA.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-ihe.fhir.pharm.mma
HL7PharmacyMedicationListGuidance.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.fhir.uv.med-list-guidance; StructureDefinition-hl7-pharmacy-medstatement-recommended
SpecialtyRx.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.fhir.us.exchange-routing; CodeSystem-exchange-routing-temp
htnu18ig.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.fhir.us.ohsu-htnu18ig; Library-library-Hypertensi; Library-FHIRHelper; Library-library-OHSUHTNComm; Library-library-Monitoring; Library-library-NonPharmacologicInterventi; Library-FHIR-ModelInf; PlanDefinition-plandefinition-NonPharmacologicInterventi; PlanDefinition-plandefinition-Hypertensi; PlanDefinition-plandefinition-Monitoring; ValueSet-2.16.840.1.113883.3.526.2.1045; ValueSet-2.16.840.1.113762.1.4.1032.124; ValueSet-2.16.840.1.113762.1.4.1047.511; ValueSet-2.16.840.1.113762.1.4.1108.15; ValueSet-2.16.840.1.113762.1.4.1104.2; ValueSet-2.16.840.1.113883.3.464.1003.195.12.1003; ValueSet-2.16.840.1.113883.3.600.2012; ValueSet-2.16.840.1.113883.3.3157.4012; ValueSet-2.16.840.1.113883.11.20.9.86; ValueSet-2.16.840.1.113883.3.526.3.378; ValueSet-2.16.840.1.113883.3.526.3.509; ValueSet-2.16.840.1.113883.3.526.2.422; ValueSet-2.16.840.1.113883.3.600.1.1490; ValueSet-2.16.840.1.113883.3.526.2.590; ValueSet-2.16.840.1.113762.1.4.1116.420; ValueSet-2.16.840.1.113762.1.4.1195.111; ValueSet-2.16.840.1.113762.1.4.1032.10; ValueSet-2.16.840.1.113883.3.464.1003.106.11.1030; ValueSet-2.16.840.1.113762.1.4.1146.1330; Bundle-h1; Bundle-tests-Adria871-Ankunding277-bundle; Bundle-tests-Bret7-Sanford861-bundle; Bundle-tests-ConfirmGoal-bundle; Bundle-tests-PreexistingDiagnosis-bundle; Bundle-tests-PrescribeABPM3-bundle; Bundle-tests-Tommie457-Adams676-bundle; Bundle-tests-RecommendBP3-bundle; Bundle-tests-Vicente970-Arteaga169-bundle; Bundle-tests-Brook779-Senger904-bundle; Bundle-tests-Vance413-Corkery305-bundle; Bundle-tests-Antone63-Rogahn59-bundle; Bundle-tests-NoBPGoal-bundle; Bundle-tests-Agnes294-Jenkins714-bundle; Bundle-tests-Young120-Denesik803-bundle; Bundle-tests-Wilson960-Heathcote539-bundle; Bundle-tests-Adolph80-Williamson769-bundle; Bundle-tests-Ester635-Echevarria842-bundle; Bundle-tests-Benito209-Conroy74-bundle; Bundle-tests-Ahmad985-Nader710-bundle; Bundle-tests-RecommendBP-bundle; Bundle-tests-Allegra202-Nitzsche158-bundle; Bundle-tests-ConfirmHTN-bundle; Bundle-tests-Blair400-Grady603-bundle; Bundle-tests-NotAtGoal2-bundle; Bundle-tests-Alan320-Wiza601-bundle; Bundle-tests-NotAtGoal1-bundle; Bundle-tests-Blaine377-Crona259-bundle; Bundle-tests-Lorenzo669-Cuellar188-bundle; Bundle-tests-Catalina187-Olvera69-bundle; Bundle-tests-Danyell947-Kautzer186-bundle; Bundle-tests-HTNCrisis-bundle; Bundle-tests-Brigitte394-Jaskolski867-bundle; Bundle-tests-Williams176-Carter549-bundle; Bundle-tests-Belen306-Schmeler639-bundle; Bundle-tests-Bertram873-Homenick806-bundle; Bundle-tests-Adolfo777-OKeefe54-bundle; Bundle-tests-Brunilda665-Kuphal363-bundle; Bundle-tests-Burl285-Torp761-bundle; Bundle-tests-Adolph80-Turcotte120-bundle; Bundle-tests-ConsiderHTNStage1-bundle; Bundle-tests-Antione404-Treutel973-bundle; Bundle-tests-Byron202-Vandervort697-bundle; Bundle-tests-Alton320-Monahan736-bundle; Bundle-tests-Andrew29-Trantow673-bundle; Bundle-tests-Carlos172-Arias66-bundle; Bundle-tests-Brunilda665-Marquardt819-bundle; Bundle-tests-Adelaida985-Gulgowski816-bundle; Bundle-tests-Bunny174-Sauer652-bundle; Bundle-tests-Travis723-Bogisich202-bundle; Bundle-tests-HTNStage2-bundle; Bundle-tests-NoAction3-bundle; Bundle-tests-ConsiderHTNStage2-bundle; Bundle-tests-NoAction-bundle; Bundle-tests-PrescribeABPM-bundle; Bundle-tests-Ali918-Emard19-bundle
SpotsAndBumps.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-derm.template; Bundle-h1; Binary-example; Library-example; ValueSet-valueset-no-codesystem; StructureDefinition-myObservati; StructureDefinition-ext-myExtensi; StructureDefinition-mypatient; StructureDefinition-mypractitioner
MakingEHRDataMoreAvailableToResearchAndPublicHealth.tgz,passed,hl7.fhir.r4.core; hl7.fhir.us.core,ig-r4; ImplementationGuide-hl7.fhir.us.medmorph; CapabilityStatement-medmorph-backend-service-app; CodeSystem-us-ph-valueset-usecontext-code; ValueSet-us-ph-message-type; CodeSystem-us-ph-plandefinition-acti; ValueSet-us-ph-plandefinition-acti; CodeSystem-us-ph-messageheader-message-type; CapabilityStatement-medmorph-ehr; CodeSystem-us-ph-response-message-processing-statu; CapabilityStatement-medmorph-knowledge-artifact-repository; ValueSet-us-ph-response-message-processing-status-code; OperationDefinition-Bundle-anonymize; OperationDefinition-Bundle-re-identify; OperationDefinition-Bundle-de-identify; OperationDefinition-Bundle-pseudonymize; CodeSystem-us-ph-triggerdefinition-namedevent; ValueSet-us-ph-triggerdefinition-namedevent; CapabilityStatement-medmorph-public-health-authority; CapabilityStatement-medmorph-trust-service-provider; CapabilityStatement-medmorph-trusted-third-party; StructureDefinition-us-ph-reporting-bundle; StructureDefinition-us-ph-content-bundle; StructureDefinition-us-ph-specification-bundle; StructureDefinition-us-ph-response-bundle; StructureDefinition-ext-responseMessageStatu; StructureDefinition-us-ph-communicati; StructureDefinition-us-ph-endpoint; StructureDefinition-us-ph-survey-practitioner-group; StructureDefinition-research-participant-group; StructureDefinition-ext-dataEncrypted; StructureDefinition-ext-messageProcessingCategory; StructureDefinition-us-ph-messageheader; StructureDefinition-ext-us-ph-namedEventType; StructureDefinition-ext-receiverAddre; StructureDefinition-ext-authorSignature; StructureDefinition-ext-asyncIndicator; StructureDefinition-ext-expectedResponseTime; StructureDefinition-us-ph-plandefiniti; StructureDefinition-us-ph-valueset
YourComputableMyContentIGNameHere.tgz,passed,hl7.fhir.r4.core; example.fhir.uv.myig; hl7.fhir.uv.cpg; cqf.fhir.common,ig-r4; ImplementationGuide-example.fhir.uv.mycontentig; Library-retrieve-example; Library-extension-and-slicing-example; Library-first-example; Library-dependency-example
BreastRadiologyReporting2ndSTUballot.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.fhir.us.breast-radiology; StructureDefinition-BreastRadiologyDocument; StructureDefinition-BreastRadiologyCompositi; StructureDefinition-BreastRadiologyReport; StructureDefinition-ServiceRecommendati; CodeSystem-AssociatedFeatureCS; CodeSystem-AbnormalityAsymmetryTypeCS; CodeSystem-BiRadsAssessmentCategoryCS; CodeSystem-BreastBodyLocationClockPositionsCS; CodeSystem-BreastBodyLocationDepthCS; CodeSystem-BreastBodyLocationRegionCS; CodeSystem-BreastBodyLocationQuadrantCS; CodeSystem-BreastLandmarkCS; CodeSystem-CalcificationDistributionCS; CodeSystem-CalcificationTypeCS; CodeSystem-ObservationComponentSliceCodesCS; CodeSystem-CompositionSectionSliceCodesCS; CodeSystem-ConsistentWithCS; CodeSystem-ConsistentWithQualifierCS; CodeSystem-CorrespondsWithCS; CodeSystem-AbnormalityCystTypeCS; CodeSystem-AbnormalityDensityTypeCS; CodeSystem-AbnormalityDuctTypeCS; CodeSystem-AbnormalityFibroadenomaTypeCS; CodeSystem-AbnormalityForeignObjectTypeCS; CodeSystem-AbnormalityLymphNodeTypeCS; CodeSystem-MGBreastDensityCS; CodeSystem-MarginCS; CodeSystem-AbnormalityMassTypeCS; CodeSystem-MassTypeCS; CodeSystem-NotPreviouslySeenCS; CodeSystem-ObservationCodesCS; CodeSystem-ObservedChangesCS; CodeSystem-OrientationCS; CodeSystem-PreviouslyDemonstratedByCS; CodeSystem-ServiceRecommendationsCS; CodeSystem-ShapeCS; ValueSet-AssociatedFeatureVS; ValueSet-AbnormalityAsymmetryTypeVS; ValueSet-BiRadsAssessmentCategoryVS; ValueSet-BreastBodyLocationClockPositionsVS; ValueSet-BreastBodyLocationDepthVS; ValueSet-BreastBodyLocationQuadrantVS; ValueSet-BreastBodyLocationRegionVS; ValueSet-BreastLandmarkVS; ValueSet-CalcificationTypeVS; ValueSet-CalcificationDistributionVS; ValueSet-ConsistentWithQualifierVS; ValueSet-ConsistentWithVS; ValueSet-CorrespondsWithVS; ValueSet-AbnormalityCystTypeVS; ValueSet-AbnormalityDensityTypeVS; ValueSet-AbnormalityDuctTypeVS; ValueSet-AbnormalityFibroAdenomaTypeVS; ValueSet-AbnormalityForeignObjectTypeVS; ValueSet-LateralityVS; ValueSet-AbnormalityLymphNodeTypeVS; ValueSet-MGBreastDensityVS; ValueSet-MarginVS; ValueSet-AbnormalityMassTypeVS; ValueSet-NotPreviouslySeenVS; ValueSet-ObservedChangesVS; ValueSet-OrientationVS; ValueSet-PreviouslyDemonstratedByVS; ValueSet-ServiceRecommendationsVS; ValueSet-ShapeVS; ValueSet-UnitsOfLengthVS; StructureDefinition-AssociatedFeature; StructureDefinition-AbnormalityAsymmetry; StructureDefinition-ConsistentWith; StructureDefinition-AbnormalityCyst; StructureDefinition-AbnormalityDuct; StructureDefinition-AbnormalityFibroadenoma; StructureDefinition-FindingsLeftBreast; StructureDefinition-FindingsRightBreast; StructureDefinition-AbnormalityForeignObject; StructureDefinition-AbnormalityLymphNode; StructureDefinition-AbnormalityArchitecturalDistorti; StructureDefinition-AbnormalityCalcificati; StructureDefinition-AbnormalityDensity; StructureDefinition-AbnormalityFatNecrosi; StructureDefinition-AbnormalityMa; StructureDefinition-TumorSatellite; StructureDefinition-BreastBodyLocationExtensi; StructureDefinition-AssociatedFeatureFragment; StructureDefinition-BiRadFragment; StructureDefinition-BreastBodyLocationRequiredFragment; StructureDefinition-ConsistentWithFragment; StructureDefinition-CorrespondsWithFragment; StructureDefinition-NotPreviouslySeenFragment; StructureDefinition-ObservedChangesFragment; StructureDefinition-ObservedCountFragment; StructureDefinition-ObservedDistributionFragment; StructureDefinition-ObservedSizeFragment; StructureDefinition-PreviouslyDemonstratedByFragment; StructureDefinition-ShapeFragment; StructureDefinition-TumorSatelliteFragment; StructureDefinition-MGBreastDensity; StructureDefinition-MGFinding; StructureDefinition-MRIFinding; StructureDefinition-NMFinding; StructureDefinition-OtherFinding; StructureDefinition-USFinding
DK_MedCom_Core.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-dk.fhir.ig.dk-medcom-core; StructureDefinition-medcom-core-practitioner; StructureDefinition-medcom-messaging-responseHeader; ValueSet-medcom-messaging-mimeType; StructureDefinition-medcom-messaging-message; ValueSet-medcom-clinicalEmailCategoryCode; StructureDefinition-medcom-messaging-organizati; StructureDefinition-medcom-core-encounter; ValueSet-medcom-HospitalNotificationCode; StructureDefinition-medcom-hospital-notification-encounter; StructureDefinition-medcom-clinicalEmailMessage; StructureDefinition-medcom-messaging-response; StructureDefinition-medcom-core-organizati; StructureDefinition-medcom-messaging-destinationUseExtensi; StructureDefinition-medcom-hospital-notification-message; StructureDefinition-medcom-core-AttachmentExtensi; StructureDefinition-status-period; StructureDefinition-medcom-clinicalEmailSectionDateExtensi; StructureDefinition-medcom-clinicalEmailCompositi; StructureDefinition-medcom-messaging-messageHeader; StructureDefinition-medcom-core-patient
IHEACDCImplementationGuide.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-IHE-ACDC-Profile; StructureDefinition-ihe-acdc-questionnaire; StructureDefinition-ihe-acdc-questionnaireresponse; StructureDefinition-questionnaire-launchurl; StructureDefinition-ihe-acdc-contained-questionnairereference; ValueSet-ihe-acdc-questionnaireresponse-statu; StructureDefinition-ihe-acdc-queryartifact-auditevent; StructureDefinition-ihe-acdc-reportassessment-auditevent; StructureDefinition-ihe-acdc-requestassessment-auditevent
who.fhir.template.tgz,passed,cqf.fhir.template,README.md; -list
HL7FHIRImplementationGuideStandardHealthRecordAdverseEventsRelease1USRealmSTU1.tgz,passed,hl7.fhir.r4.core; hl7.fhir.us.core,ig-r4; ImplementationGuide-hl7.fhir.us.shrae; StructureDefinition-ctc-adverse-event; StructureDefinition-adverse-event-expectati; StructureDefinition-adverse-event-resolved-date; StructureDefinition-ctcae-grade; ValueSet-adverse-event-expectation-value-set; ValueSet-adverse-event-relatedness-value-set; ValueSet-adverse-event-seriousness-value-set; ValueSet-ctcae-grade-value-set; ValueSet-ctcae-term-value-set; CodeSystem-ctcae-grade-code-system
COVID_19_PROM.tgz,missing mandatory manifest key,,
HEDIS Implementation Guide.tgz,missing index.json,,
DocumentationTemplatesAndRules.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.fhir.us.davinci-dtr; StructureDefinition-dtr-questionnaire-r4; StructureDefinition-dtr-task-r4; StructureDefinition-dtr-questionnaireresponse-r4
hl7.au.fhir.template.tgz,passed,hl7.au.base.template,-list; README.md; gitignor
